Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
Male,No,0,Graduate,No,7016,2750,179,360,1.0,Semiurban,1
Female,Yes,0,Graduate,No,500,1779,186,180,1.0,Urban,1
Female,Yes,2,Graduate,No,2489,1645,131,120,1.0,Rural,1
Female,Yes,0,Graduate,No,7360,1876,176,360,0.0,Semiurban,0
Male,Yes,3+,Graduate,No,5379,1387,154,360,1.0,Semiurban,1
Male,No,0,Graduate,No,2440,1511,54,180,1.0,Urban,1
Female,No,0,Graduate,No,3416,795,120,360,1.0,Rural,1
Female,No,0,Graduate,Yes,500,598,103,360,1.0,Urban,1
Female,Yes,0,Graduate,No,4779,301,112,120,0.0,Urban,0
Male,Yes,0,Graduate,Yes,10526,0,61,360,0.0,Rural,0
Male,Yes,1,Graduate,No,7012,444,207,240,1.0,Semiurban,1
Female,Yes,0,Graduate,No,10476,1290,236,120,1.0,Semiurban,1
Male,No,2,Not Graduate,No,7205,1623,198,360,1.0,Semiurban,1
Female,Yes,2,Graduate,No,7568,1174,216,240,1.0,Urban,1
Female,Yes,0,Graduate,No,9935,0,119,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,5943,3389,101,360,1.0,Urban,1
Female,No,0,Graduate,No,4531,2803,93,360,1.0,Rural,1
Female,No,0,Not Graduate,No,7581,2034,178,120,1.0,Semiurban,1
Male,Yes,0,Graduate,No,8634,3788,153,180,1.0,Rural,1
Female,Yes,0,Not Graduate,No,3800,327,135,360,1.0,Rural,1
Male,Yes,0,Graduate,No,3196,3765,217,360,0.0,Rural,0
Female,Yes,0,Not Graduate,No,5347,341,164,180,1.0,Semiurban,1
Male,No,3+,Graduate,No,7078,1786,89,360,1.0,Rural,1
Female,No,1,Not Graduate,No,6995,0,99,360,1.0,Semiurban,1
Male,Yes,2,Graduate,Yes,1439,1517,180,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,9779,1963,202,60,1.0,Semiurban,1
Female,No,0,Graduate,No,3397,1314,173,240,1.0,Rural,1
Male,Yes,0,Not Graduate,No,4337,2356,253,120,1.0,Urban,1
Male,No,0,Graduate,No,2743,1618,238,360,1.0,Urban,1
Female,Yes,0,Graduate,No,11745,873,166,180,0.0,Rural,0
Female,Yes,1,Not Graduate,No,5605,819,89,360,1.0,Semiurban,1
Male,Yes,1,Graduate,No,2872,2473,61,180,0.0,Rural,0
Male,Yes,0,Graduate,No,7159,715,116,360,1.0,Semiurban,1
Male,No,0,Graduate,Yes,6922,2598,185,360,1.0,Urban,1
Male,Yes,0,Graduate,No,4530,2967,249,360,1.0,Semiurban,1
Male,Yes,0,Not Graduate,No,7101,0,165,360,1.0,Rural,1
Male,Yes,0,Graduate,No,2936,2859,210,120,1.0,Rural,1
Female,Yes,0,Graduate,No,3767,3972,125,60,1.0,Semiurban,1
Female,Yes,0,Not Graduate,No,500,1802,177,360,1.0,Urban,1
Female,Yes,3+,Graduate,No,1690,2218,189,180,1.0,Urban,1
Male,No,0,Graduate,No,9519,2744,21,360,1.0,Rural,1
Male,Yes,1,Graduate,Yes,9103,1169,115,240,1.0,Rural,1
Male,Yes,0,Graduate,No,5164,1718,196,240,1.0,Semiurban,1
Male,No,0,Graduate,No,9157,0,156,120,1.0,Semiurban,1
Male,Yes,0,Not Graduate,Yes,4599,1666,68,360,1.0,Urban,1
Female,No,0,Graduate,No,4391,2097,20,360,1.0,Rural,1
Male,Yes,0,Graduate,No,5141,2119,118,120,1.0,Semiurban,1
Male,No,1,Graduate,No,4687,2778,135,360,1.0,Semiurban,1
Male,No,1,Graduate,No,4462,570,86,240,1.0,Semiurban,1
Female,No,0,Not Graduate,No,7858,860,148,60,1.0,Semiurban,1
Male,No,0,Not Graduate,Yes,5375,3774,170,360,1.0,Rural,1
Male,Yes,2,Graduate,No,6781,1319,180,120,1.0,Urban,1
Male,No,0,Graduate,No,7578,1740,20,120,0.0,Urban,0
Female,Yes,0,Graduate,No,5970,1419,61,360,1.0,Rural,1
Male,Yes,0,Graduate,No,2574,513,121,360,1.0,Semiurban,1
Female,Yes,1,Graduate,Yes,1617,3448,174,180,1.0,Rural,1
Female,Yes,3+,Graduate,No,5371,866,169,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,4571,147,168,360,1.0,Rural,1
Male,Yes,2,Graduate,No,5218,959,116,240,1.0,Semiurban,1
Female,Yes,2,Graduate,No,4959,0,120,360,0.0,Urban,0
Male,No,0,Graduate,No,11458,718,96,240,1.0,Urban,1
Male,No,0,Graduate,No,1674,338,186,360,1.0,Urban,1
Female,Yes,0,Graduate,No,500,2240,84,360,1.0,Semiurban,1
Female,Yes,3+,Graduate,No,5830,691,191,180,0.0,Urban,0
Female,Yes,0,Not Graduate,No,4058,2565,152,360,1.0,Semiurban,1
Female,Yes,1,Graduate,No,5790,3178,137,240,1.0,Urban,1
Male,Yes,0,Graduate,Yes,6459,2437,100,240,1.0,Rural,1
Male,Yes,1,Graduate,No,8210,1241,58,120,1.0,Semiurban,1
Female,Yes,0,Not Graduate,No,1231,1669,101,360,1.0,Rural,1
Male,No,0,Not Graduate,Yes,3608,0,120,360,0.0,Urban,0
Male,Yes,2,Graduate,No,6071,1339,20,180,1.0,Urban,1
Female,Yes,2,Graduate,No,6926,467,128,360,1.0,Semiurban,1
Male,Yes,2,Not Graduate,No,10483,2333,195,360,0.0,Rural,0
Male,Yes,0,Graduate,No,7389,4587,174,360,1.0,Rural,1
Male,Yes,1,Graduate,No,4858,2099,110,360,1.0,Rural,1
Male,No,0,Graduate,No,2773,0,142,180,1.0,Urban,1
Male,Yes,0,Graduate,No,3589,1066,106,180,1.0,Urban,1
Male,Yes,0,Graduate,No,3518,1646,148,60,1.0,Semiurban,1
Male,No,0,Graduate,No,6638,1604,232,360,0.0,Semiurban,0
Male,No,0,Graduate,No,5642,623,198,240,1.0,Urban,1
Female,No,3+,Not Graduate,No,1690,1794,171,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,3910,8,110,360,1.0,Semiurban,1
Female,No,1,Not Graduate,No,7193,366,184,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,5879,2274,38,180,1.0,Urban,1
Male,Yes,0,Graduate,No,6421,281,124,240,1.0,Urban,1
Female,Yes,0,Graduate,No,5957,2145,175,180,1.0,Semiurban,1
Male,Yes,2,Not Graduate,No,9066,0,184,180,1.0,Urban,1
Female,Yes,2,Graduate,Yes,5590,3617,180,180,1.0,Urban,1
Male,Yes,2,Graduate,No,4034,570,157,360,1.0,Semiurban,1
Female,No,3+,Not Graduate,No,2710,1231,128,240,1.0,Urban,1
Male,No,0,Graduate,No,5624,1896,172,360,1.0,Rural,1
Female,No,0,Not Graduate,No,500,821,82,360,1.0,Rural,1
Male,Yes,1,Graduate,No,4539,1672,89,360,1.0,Semiurban,1
Female,No,0,Not Graduate,No,4485,2190,143,360,1.0,Urban,1
Male,Yes,0,Graduate,Yes,1588,2652,150,360,1.0,Semiurban,1
Male,No,0,Graduate,No,2679,2449,30,360,1.0,Rural,1
Female,Yes,0,Graduate,No,7024,1293,167,360,1.0,Rural,1
Male,No,0,Graduate,No,5576,1324,186,180,1.0,Urban,1
Male,Yes,0,Graduate,Yes,5254,4318,135,240,1.0,Urban,1
Male,No,0,Graduate,No,5765,2639,282,360,1.0,Rural,1
Male,No,0,Graduate,No,5231,393,99,360,1.0,Rural,1
Male,Yes,0,Graduate,No,8107,1619,118,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,5308,1097,116,360,1.0,Rural,1
Female,No,1,Graduate,No,1354,1337,135,360,1.0,Rural,1
Male,Yes,0,Not Graduate,Yes,9075,24,120,60,1.0,Rural,1
Male,No,0,Graduate,No,5925,1005,55,360,1.0,Semiurban,1
Female,Yes,1,Graduate,No,3526,3673,107,360,1.0,Rural,1
Female,Yes,0,Graduate,No,1866,2194,134,360,1.0,Urban,1
Male,Yes,0,Graduate,No,5989,0,213,360,1.0,Semiurban,1
Male,Yes,1,Graduate,No,4707,2960,272,360,1.0,Rural,1
Male,No,0,Graduate,No,8935,2807,220,360,1.0,Rural,1
Male,Yes,1,Graduate,No,4135,1068,93,60,1.0,Rural,1
Male,Yes,1,Not Graduate,No,2906,2360,98,360,0.0,Semiurban,0
Male,Yes,1,Graduate,No,7239,468,130,360,1.0,Urban,1
Male,Yes,0,Graduate,No,7313,935,247,360,0.0,Urban,0
Male,No,0,Graduate,No,5421,3298,130,360,1.0,Semiurban,1
Female,No,0,Graduate,No,6690,1173,60,360,1.0,Urban,1
Female,Yes,0,Graduate,No,4905,0,109,360,1.0,Semiurban,1
Male,No,0,Graduate,No,5584,1424,185,360,1.0,Urban,1
Male,No,0,Graduate,No,7912,1405,181,360,1.0,Urban,1
Male,Yes,0,Graduate,No,6563,2938,127,360,0.0,Urban,0
Female,No,0,Graduate,No,4576,1517,181,360,1.0,Rural,1
Male,Yes,0,Graduate,No,8380,994,20,360,1.0,Semiurban,1
Male,Yes,0,Not Graduate,No,500,2754,146,360,1.0,Urban,1
Female,No,1,Graduate,Yes,10130,1644,191,360,0.0,Urban,0
Female,Yes,0,Not Graduate,No,735,599,90,360,1.0,Semiurban,1
Female,No,0,Not Graduate,No,3432,2885,89,360,1.0,Rural,1
Female,No,2,Graduate,No,4897,1732,28,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,4633,1503,235,360,1.0,Semiurban,1
Male,No,0,Graduate,No,7516,1713,96,360,1.0,Semiurban,1
Female,Yes,0,Not Graduate,No,2355,215,154,360,1.0,Semiurban,1
Female,Yes,1,Graduate,No,5651,866,176,180,1.0,Urban,1
Male,No,0,Graduate,No,3554,1504,230,120,1.0,Semiurban,1
Male,No,0,Graduate,No,5737,1266,130,240,1.0,Semiurban,1
Male,Yes,0,Not Graduate,No,4838,3026,107,180,1.0,Semiurban,1
Female,Yes,2,Graduate,No,5232,1760,150,60,0.0,Urban,0
Female,No,0,Not Graduate,No,3625,2525,217,240,0.0,Semiurban,0
Male,No,0,Graduate,No,3724,1511,129,360,1.0,Semiurban,1
Male,No,2,Graduate,No,5718,2767,82,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,7359,1977,47,360,1.0,Urban,1
Female,Yes,2,Graduate,No,3504,1516,66,360,1.0,Urban,1
Female,Yes,0,Graduate,No,2828,1484,191,60,1.0,Semiurban,1
Female,No,2,Graduate,No,6533,354,120,360,1.0,Rural,1
Male,Yes,0,Not Graduate,Yes,4918,2108,103,120,1.0,Urban,1
Male,Yes,1,Graduate,No,7076,1451,97,360,1.0,Semiurban,1
Male,No,2,Not Graduate,No,2735,897,145,360,1.0,Urban,1
Male,Yes,0,Graduate,No,551,2827,125,360,1.0,Rural,1
Female,No,0,Not Graduate,No,3667,0,123,360,1.0,Urban,1
Female,No,0,Graduate,No,3084,993,220,360,1.0,Urban,1
Female,No,0,Not Graduate,Yes,4803,2733,232,120,1.0,Urban,1
Female,Yes,0,Not Graduate,No,3407,1878,43,180,1.0,Urban,1
Male,Yes,0,Graduate,No,6852,1442,159,180,1.0,Urban,1
Female,No,0,Graduate,No,4279,1801,93,360,1.0,Rural,1
Female,No,0,Graduate,No,5376,1715,125,180,1.0,Semiurban,1
Female,No,0,Graduate,No,5394,0,158,360,1.0,Rural,1
Male,Yes,1,Not Graduate,No,5487,1080,127,360,1.0,Urban,1
Male,No,0,Graduate,No,4939,3439,153,120,1.0,Urban,1
Male,No,0,Graduate,No,6276,708,180,360,1.0,Semiurban,1
Female,No,0,Graduate,No,3010,1118,157,360,1.0,Semiurban,1
Male,No,0,Not Graduate,No,8498,850,101,360,1.0,Urban,1
Male,No,0,Not Graduate,No,4408,1395,102,120,0.0,Urban,0
Male,No,0,Graduate,No,1721,800,53,360,1.0,Rural,1
Male,Yes,0,Graduate,No,5470,2084,88,360,1.0,Semiurban,1
Male,Yes,2,Graduate,No,2872,1736,257,360,0.0,Rural,0
Male,Yes,0,Graduate,No,6663,2428,92,120,1.0,Rural,1
Male,Yes,1,Graduate,No,10524,238,68,180,1.0,Semiurban,1
Male,Yes,1,Graduate,No,3033,1091,159,360,1.0,Semiurban,1
Female,Yes,1,Graduate,Yes,5830,1229,133,360,1.0,Urban,1
Male,Yes,2,Graduate,No,611,2046,128,360,1.0,Semiurban,1
Female,Yes,0,Graduate,Yes,6134,548,224,360,1.0,Urban,1
Male,No,0,Graduate,No,2785,2598,172,120,1.0,Semiurban,1
Male,No,2,Graduate,No,3437,2923,108,360,1.0,Rural,1
Female,Yes,0,Graduate,No,2246,313,114,360,1.0,Rural,1
Male,No,0,Graduate,No,6830,910,109,240,1.0,Semiurban,1
Male,Yes,1,Graduate,Yes,7518,861,192,360,1.0,Urban,1
Male,Yes,1,Graduate,No,5058,4658,121,120,0.0,Urban,0
Female,Yes,2,Graduate,No,2838,984,32,240,1.0,Rural,1
Male,Yes,3+,Not Graduate,No,8973,3513,137,240,1.0,Rural,1
Female,No,1,Graduate,No,3123,0,47,360,1.0,Urban,1
Male,No,0,Graduate,No,500,312,271,360,1.0,Semiurban,0
Male,Yes,2,Graduate,No,6145,676,82,60,1.0,Urban,1
Male,Yes,0,Graduate,No,2238,485,130,360,1.0,Rural,1
Male,Yes,0,Graduate,No,7471,1178,155,360,1.0,Urban,1
Male,Yes,2,Graduate,No,4047,649,122,360,1.0,Rural,1
Male,Yes,0,Graduate,No,6509,516,122,360,0.0,Urban,0
Male,Yes,0,Graduate,No,8503,2890,165,180,1.0,Rural,1
Female,No,0,Graduate,No,1977,2968,231,360,1.0,Urban,1
Male,No,2,Graduate,No,3585,2639,186,360,1.0,Urban,1
Male,Yes,0,Graduate,No,4810,2128,228,180,1.0,Semiurban,1
Female,No,1,Graduate,No,8843,1611,77,180,1.0,Rural,1
Male,Yes,0,Graduate,No,3354,903,159,360,0.0,Urban,0
Male,Yes,1,Not Graduate,No,3513,356,149,360,1.0,Urban,1
Female,Yes,1,Graduate,No,6195,1935,161,360,1.0,Semiurban,1
Female,No,0,Graduate,Yes,3556,91,222,360,1.0,Urban,1
Male,No,0,Not Graduate,No,5381,307,126,180,0.0,Semiurban,0
Female,No,0,Graduate,No,1121,2883,115,360,1.0,Rural,1
Male,Yes,3+,Graduate,No,10535,3780,172,360,0.0,Urban,0
Male,No,1,Graduate,Yes,1630,1971,33,360,0.0,Semiurban,0
Male,Yes,2,Not Graduate,No,4195,2827,125,360,1.0,Semiurban,1
Female,No,0,Not Graduate,No,4918,1204,131,360,1.0,Urban,1
Male,Yes,1,Graduate,No,9781,0,84,360,1.0,Rural,1
Male,Yes,1,Graduate,No,1687,2234,203,240,1.0,Rural,1
Male,Yes,1,Graduate,No,9959,2183,76,360,1.0,Semiurban,1
Male,No,3+,Graduate,No,6892,1586,131,180,1.0,Semiurban,1
Male,Yes,0,Graduate,No,6042,1209,157,360,1.0,Urban,1
Male,No,0,Graduate,No,2538,2654,221,360,1.0,Urban,1
Male,Yes,1,Graduate,No,6427,317,139,360,1.0,Urban,1
Male,No,1,Graduate,No,3191,571,196,360,1.0,Urban,1
Male,No,0,Graduate,No,8166,290,182,360,1.0,Urban,1
Male,No,0,Graduate,Yes,2572,1601,147,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,4717,194,74,240,1.0,Urban,1
Male,Yes,0,Not Graduate,No,3611,678,53,240,1.0,Urban,1
Female,Yes,0,Graduate,No,2531,653,146,360,1.0,Rural,1
Male,No,1,Graduate,No,6853,1187,107,360,0.0,Urban,0
Male,Yes,1,Graduate,No,6338,0,195,180,1.0,Urban,1
Male,Yes,0,Graduate,No,8022,1604,184,360,1.0,Urban,1
Male,Yes,0,Not Graduate,No,550,2996,128,60,1.0,Urban,1
Male,Yes,0,Graduate,No,7660,1662,70,240,1.0,Semiurban,1
Male,No,0,Graduate,No,11263,3349,170,360,0.0,Semiurban,0
Male,Yes,1,Graduate,No,3870,3100,78,360,1.0,Urban,1
Male,No,2,Graduate,No,9737,2433,94,360,1.0,Urban,1
Male,Yes,0,Not Graduate,No,4342,1589,81,120,1.0,Urban,1
Male,Yes,1,Graduate,No,1568,1527,131,360,1.0,Rural,1
Male,Yes,2,Graduate,No,4235,2416,210,240,1.0,Rural,1
Male,Yes,2,Graduate,No,7620,1029,139,360,1.0,Rural,1
Male,Yes,0,Graduate,No,2904,0,113,360,1.0,Urban,1
Male,No,3+,Not Graduate,No,3499,2090,48,360,1.0,Urban,1
Male,Yes,0,Graduate,No,6483,142,173,360,1.0,Semiurban,1
Male,No,0,Not Graduate,No,5007,345,93,360,1.0,Semiurban,1
Female,Yes,0,Graduate,No,6461,1500,147,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,5594,1385,118,360,1.0,Urban,1
Male,No,0,Graduate,Yes,6199,0,190,360,1.0,Semiurban,1
Female,Yes,0,Graduate,No,3919,1698,130,360,1.0,Semiurban,1
Female,Yes,0,Graduate,No,5579,2659,136,120,0.0,Semiurban,0
Male,Yes,2,Graduate,No,2681,145,169,360,1.0,Urban,1
Male,Yes,2,Graduate,Yes,8221,3026,266,360,0.0,Semiurban,0
Female,No,0,Graduate,Yes,3414,0,193,240,1.0,Urban,1
Female,Yes,2,Graduate,No,7822,4040,134,180,1.0,Rural,1
Male,No,2,Graduate,No,4415,1006,140,360,1.0,Urban,1
Male,No,1,Graduate,No,5504,1674,108,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,3762,0,83,120,1.0,Semiurban,1
Male,No,1,Graduate,No,2460,1425,106,240,1.0,Urban,1
Male,Yes,2,Not Graduate,Yes,638,1774,93,240,1.0,Rural,1
Male,No,1,Graduate,No,2361,1396,179,360,0.0,Urban,0
Male,Yes,0,Not Graduate,No,4190,824,75,360,1.0,Rural,1
Female,No,0,Graduate,No,5529,364,219,360,1.0,Urban,1
Male,Yes,1,Graduate,No,7525,2856,185,120,1.0,Urban,1
Male,Yes,0,Graduate,No,3885,1536,141,360,1.0,Semiurban,1
Female,No,0,Graduate,No,2795,3348,140,360,1.0,Urban,1
Female,No,0,Graduate,No,1393,868,106,120,1.0,Rural,1
Male,Yes,2,Graduate,Yes,6200,978,156,360,1.0,Semiurban,1
Male,Yes,2,Graduate,No,8457,2478,205,360,0.0,Semiurban,0
Male,No,0,Graduate,No,8165,0,97,360,1.0,Semiurban,1
Male,No,3+,Graduate,No,6774,43,47,360,1.0,Urban,1
Male,No,0,Not Graduate,No,6596,2816,182,360,1.0,Semiurban,1
Male,No,1,Graduate,No,9244,93,159,360,1.0,Urban,1
Male,No,1,Graduate,No,5830,0,72,360,0.0,Semiurban,0
Male,No,2,Graduate,No,6615,3742,95,360,1.0,Semiurban,1
Male,Yes,2,Graduate,No,4198,0,88,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,1594,1720,96,360,1.0,Urban,1
Male,No,2,Graduate,No,3290,1582,120,360,1.0,Rural,1
Male,No,0,Not Graduate,No,4977,0,124,360,1.0,Semiurban,1
Male,Yes,1,Graduate,No,5151,1179,100,360,1.0,Semiurban,1
Female,Yes,1,Graduate,No,9815,2038,94,360,1.0,Urban,1
Male,No,1,Not Graduate,No,5203,1925,126,360,1.0,Semiurban,1
Male,Yes,0,Not Graduate,Yes,7947,2584,150,360,1.0,Urban,1
Female,Yes,2,Graduate,No,3912,1035,121,360,1.0,Rural,1
Male,Yes,0,Not Graduate,No,4220,2355,209,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,1677,672,170,240,1.0,Urban,1
Male,Yes,1,Not Graduate,No,3144,0,44,360,1.0,Urban,1
Male,Yes,0,Graduate,No,6317,0,171,360,1.0,Semiurban,1
Female,Yes,2,Graduate,No,5018,0,176,360,0.0,Urban,0
Male,No,0,Graduate,No,7357,2711,113,240,1.0,Urban,1
Male,Yes,0,Graduate,No,5453,0,50,360,1.0,Semiurban,1
Male,No,2,Graduate,No,4118,1828,140,360,1.0,Semiurban,1
Male,No,0,Graduate,No,10370,1180,139,360,0.0,Rural,0
Male,Yes,0,Graduate,No,4765,1376,72,360,1.0,Urban,1
Male,No,1,Graduate,No,7907,3136,52,180,0.0,Urban,0
Male,Yes,0,Graduate,No,3996,973,134,360,1.0,Semiurban,1
Female,No,1,Graduate,No,6773,2233,126,240,1.0,Rural,1
Male,Yes,0,Graduate,Yes,7320,1545,114,360,1.0,Semiurban,1
Male,No,2,Graduate,No,5521,1317,134,360,1.0,Semiurban,1
Male,No,2,Not Graduate,No,500,4259,73,360,1.0,Rural,1
Male,Yes,1,Graduate,No,5045,0,113,360,1.0,Urban,1
Male,Yes,0,Graduate,No,8076,3046,171,360,1.0,Semiurban,1
Male,No,2,Graduate,No,6318,2287,119,360,1.0,Rural,1
Male,No,1,Graduate,No,6114,924,39,360,1.0,Rural,1
Male,Yes,1,Graduate,No,694,3455,111,240,0.0,Semiurban,0
Male,No,0,Graduate,No,3198,0,75,360,1.0,Semiurban,1
Female,Yes,2,Not Graduate,No,6028,873,156,360,1.0,Rural,1
Male,No,1,Graduate,No,6025,49,159,360,1.0,Urban,1
Male,Yes,0,Graduate,No,8036,1994,40,360,1.0,Semiurban,1
Male,No,0,Graduate,Yes,4637,164,185,360,1.0,Semiurban,1
Female,Yes,2,Not Graduate,No,6014,2019,73,120,1.0,Rural,1
Male,Yes,0,Graduate,No,5040,1276,233,60,1.0,Rural,1
Male,Yes,3+,Graduate,No,2532,924,137,360,0.0,Rural,0
Female,Yes,1,Graduate,No,500,1966,65,360,1.0,Semiurban,1
Female,Yes,1,Graduate,No,6077,1177,71,360,1.0,Rural,1
Female,Yes,0,Graduate,Yes,5434,193,160,180,1.0,Semiurban,1
Male,No,0,Graduate,No,3454,4861,116,360,0.0,Semiurban,0
Male,Yes,2,Not Graduate,No,952,915,134,360,0.0,Semiurban,0
Male,Yes,0,Graduate,No,6574,0,236,60,1.0,Semiurban,1
Female,Yes,1,Graduate,No,4335,489,98,240,1.0,Semiurban,1
Male,Yes,0,Graduate,No,6392,0,143,360,1.0,Urban,1
Male,Yes,0,Graduate,No,9660,2491,225,180,1.0,Urban,1
Male,Yes,0,Graduate,Yes,500,1885,156,360,1.0,Semiurban,1
Female,Yes,0,Graduate,No,3250,1978,43,360,1.0,Rural,1
Male,Yes,3+,Graduate,No,4476,1055,170,360,0.0,Urban,0
Male,Yes,0,Graduate,No,8637,1164,70,240,1.0,Urban,1
Male,Yes,0,Graduate,No,908,1054,224,360,1.0,Urban,1
Male,Yes,0,Graduate,No,9839,1402,90,360,1.0,Semiurban,1
Male,Yes,0,Not Graduate,Yes,5339,2502,318,60,1.0,Semiurban,1
Male,No,0,Graduate,No,4759,1903,228,360,0.0,Urban,0
Male,Yes,2,Graduate,No,4504,2100,92,120,1.0,Semiurban,1
Male,No,0,Graduate,No,3909,2099,141,360,1.0,Urban,1
Male,Yes,0,Graduate,No,7620,2561,185,360,1.0,Semiurban,1
Male,No,0,Not Graduate,No,2328,1845,187,360,1.0,Rural,1
Male,No,3+,Graduate,No,5863,1930,166,180,1.0,Semiurban,1
Male,Yes,0,Graduate,No,4039,2926,215,360,1.0,Urban,1
Male,No,0,Graduate,No,3094,701,132,360,1.0,Urban,1
Male,Yes,1,Graduate,No,11464,473,117,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,6047,76,119,120,1.0,Urban,1
Male,No,0,Graduate,No,6533,1719,191,360,1.0,Semiurban,1
Female,No,0,Not Graduate,No,7844,0,161,360,1.0,Rural,1
Male,Yes,1,Not Graduate,No,1446,2054,157,360,1.0,Rural,1
Female,Yes,0,Graduate,No,9380,1368,187,180,1.0,Rural,1
Male,Yes,2,Graduate,Yes,500,2861,20,360,1.0,Urban,1
Male,Yes,1,Not Graduate,No,3078,693,158,360,0.0,Rural,0
Female,No,0,Graduate,No,3852,1256,153,180,1.0,Semiurban,1
Male,Yes,0,Graduate,No,6454,2846,240,240,1.0,Urban,1
Male,Yes,0,Graduate,No,5546,3159,48,360,1.0,Semiurban,1
Male,Yes,1,Not Graduate,No,4582,683,233,60,1.0,Rural,1
Male,Yes,0,Not Graduate,No,4970,1718,144,360,1.0,Semiurban,1
Female,Yes,0,Graduate,No,2554,1853,169,360,0.0,Urban,0
Female,No,0,Graduate,No,1256,1948,240,360,1.0,Rural,1
Female,No,3+,Graduate,No,6816,1184,173,360,1.0,Semiurban,1
Male,No,0,Graduate,No,6734,3037,164,240,1.0,Urban,1
Female,Yes,2,Graduate,No,8961,0,154,360,0.0,Rural,0
Female,No,0,Graduate,No,3024,994,110,360,1.0,Rural,1
Male,No,0,Graduate,No,6732,2037,138,360,1.0,Rural,1
Male,No,0,Not Graduate,No,4290,2048,97,360,1.0,Rural,1
Female,Yes,0,Graduate,No,7976,3123,137,360,1.0,Rural,1
Male,Yes,0,Graduate,No,7554,2937,20,360,1.0,Urban,1
Female,Yes,0,Graduate,No,5528,1157,165,360,1.0,Semiurban,1
Male,Yes,2,Graduate,No,4151,3059,132,240,1.0,Semiurban,1
Female,Yes,2,Graduate,No,7402,643,119,360,1.0,Urban,1
Male,Yes,1,Not Graduate,No,6617,2617,153,360,1.0,Rural,1
Male,Yes,0,Not Graduate,No,3288,3672,53,360,1.0,Semiurban,1
Male,No,0,Graduate,No,1680,2957,255,360,1.0,Semiurban,1
Female,Yes,0,Graduate,No,4278,1626,133,60,1.0,Semiurban,1
Male,Yes,1,Not Graduate,No,8788,1101,131,240,1.0,Semiurban,1
Male,No,2,Graduate,No,7866,0,82,360,1.0,Urban,1
Male,No,0,Graduate,No,2219,1872,141,360,1.0,Semiurban,1
Female,No,0,Graduate,No,2080,161,223,360,0.0,Semiurban,0
Male,No,0,Not Graduate,No,8186,548,202,360,0.0,Urban,0
Female,Yes,0,Graduate,Yes,2160,71,191,360,1.0,Urban,1
Male,No,0,Graduate,Yes,6273,947,172,240,1.0,Rural,1
Male,Yes,1,Not Graduate,No,3459,1466,118,240,1.0,Semiurban,1
Male,Yes,1,Graduate,No,9042,1828,52,360,0.0,Urban,0
Male,Yes,0,Graduate,No,3073,779,127,180,1.0,Urban,1
Female,Yes,0,Graduate,No,7858,2783,125,240,1.0,Urban,1
Male,Yes,3+,Not Graduate,Yes,5462,1250,202,240,1.0,Rural,1
Male,No,0,Graduate,No,5630,554,158,60,0.0,Urban,0
Female,No,0,Not Graduate,No,500,1771,236,360,1.0,Semiurban,0
Male,Yes,0,Graduate,No,500,3856,211,360,1.0,Urban,1
Male,Yes,0,Graduate,Yes,4448,1902,112,180,1.0,Semiurban,1
Female,No,0,Not Graduate,No,5617,1064,32,240,1.0,Semiurban,1
Male,No,2,Graduate,Yes,2187,0,223,180,1.0,Semiurban,1
Male,Yes,0,Graduate,No,2278,1236,221,360,0.0,Semiurban,0
Female,No,0,Graduate,No,6403,1781,58,360,0.0,Urban,0
Male,Yes,1,Graduate,No,6407,1034,230,360,1.0,Rural,1
Male,Yes,0,Graduate,No,4655,0,162,360,1.0,Urban,1
Male,No,2,Graduate,No,6950,479,149,360,1.0,Semiurban,1
Female,Yes,2,Graduate,No,2064,3245,236,360,1.0,Urban,1
Male,Yes,0,Not Graduate,No,4110,3220,220,360,0.0,Rural,0
Male,No,1,Graduate,No,9119,436,179,360,1.0,Semiurban,1
Female,No,0,Not Graduate,No,5170,2307,168,360,1.0,Semiurban,1
Female,Yes,3+,Graduate,No,5315,85,176,360,0.0,Semiurban,0
Male,Yes,0,Graduate,Yes,10764,3185,115,360,1.0,Semiurban,1
Male,Yes,3+,Graduate,No,1501,1794,136,360,1.0,Rural,1
Male,No,1,Graduate,No,6991,2639,85,180,0.0,Rural,0
Female,Yes,0,Graduate,No,9159,0,120,360,1.0,Urban,1
Male,Yes,0,Graduate,No,4187,2313,118,360,1.0,Semiurban,1
